id,long,lat,height,radius
4759,131.4270924309245,-25.477922438941874,460.0516135243395 km,18633.50138166389 km
4760,130.31317260504932,-18.401589885713815,441.59291977735654 km,18357.453522451528 km
4761,150.8076783047498,-36.30248975316914,477.6256874966875 km,21535.91544925148 km
4762,134.4312981063095,-38.186035231146406,360.1728941415562 km,8027.932767844313 km
4763,122.95003785471488,-19.22692550631499,480.08459563340824 km,21590.231633675136 km
4764,138.88443444393522,-43.49160260735459,361.66534015807713 km,6671.917826397746 km
4765,142.351113382989,-34.11637111158732,592.3994423412616 km,17673.67957327915 km
4766,116.4465418373124,-22.171242786357865,360.8173535056986 km,17909.214401622434 km
4767,119.81399484113001,-14.379757271632524,510.38557321973474 km,23590.856987973562 km
4768,141.6996990902713,-28.14845159221558,107.79000222386078 km,9961.747871586576 km
4769,136.98061300123155,-22.821421668467455,199.6181289686915 km,17971.10919662701 km
4770,149.87773718790734,-20.869819155956836,485.8660990719168 km,24651.809649044124 km
4771,118.11816624869755,-37.40004481864034,511.6413583191892 km,5227.576940995986 km
4772,147.12416769876128,-34.17342204728,412.34674740359804 km,6965.295558721886 km
4773,119.05493729878599,-19.38722033737417,157.55486389482883 km,5925.893642616616 km
4774,133.5120096987798,-27.45881579704666,173.3005110957161 km,11648.570980442159 km
4775,124.96033566345776,-23.044572722874896,565.9442507873366 km,27652.33425471876 km
4776,128.72633740740972,-31.149263497760906,243.69237326545564 km,17904.141933856077 km
4777,139.05068315622955,-44.285846149041696,593.8478634567716 km,12265.482477490394 km
4778,154.01859587331333,-37.42286303963268,564.2494569468722 km,10462.275012739814 km
4779,153.9786682214742,-14.418878195465282,497.46622753351545 km,15371.954349735812 km
4780,147.44687521562187,-11.717853532635182,142.09409740801445 km,11581.381126212858 km
4781,127.60530156169155,-16.010677749171023,473.39134668512685 km,10728.393994492075 km
4782,131.8070169735484,-12.455279540110368,374.9197656799622 km,11405.034506798722 km
4783,117.71344885600487,-32.637713030463104,259.79195341499906 km,13621.927007408784 km
4784,154.2758240148585,-16.172377679625416,271.91728419820015 km,7566.0280901741335 km
4785,113.80284354701232,-38.57211599225276,184.95182760385816 km,21871.726958708343 km
4786,140.57862371415064,-17.018730737410014,464.4461460421022 km,5558.738865205508 km
4787,119.09741206721614,-41.25862169512065,333.4131513511454 km,20410.170497488038 km
4788,124.5518253635735,-28.34963630542125,452.11048027890035 km,26997.629037160186 km
4789,151.17366909282566,-35.57727253657756,485.2600701007462 km,24265.819155058394 km
4790,149.86442686521622,-30.840395577810213,147.63980547791152 km,8087.533018709699 km
4791,141.53734034856745,-39.578210480450224,342.0946176697845 km,27850.095636606948 km
4792,118.69262712628037,-23.598118532126996,463.5592311458248 km,25313.013694017547 km
4793,130.114517380439,-17.051368456066946,196.43592921083604 km,23810.91301056619 km
4794,144.77454160307735,-38.79832801064437,200.73216679212416 km,28731.68636363979 km
4795,138.6369676338788,-22.084006445727,532.9843013329283 km,26234.21447570712 km
4796,127.98516291482136,-13.386196833007471,391.428094258617 km,23919.661754641325 km
4797,121.47781264468358,-42.70709069149184,256.92600385281924 km,27085.258691205912 km
4798,129.61878226338328,-36.067636875235266,112.0375469748214 km,13045.14954921192 km
4799,143.83801608869712,-19.5594115737424,476.7026647002753 km,17206.32293984014 km
4800,113.50098802647064,-16.31729159049364,425.1118659633152 km,12708.83599510114 km
4801,116.20224079369761,-28.620217905365145,592.5734515836052 km,12307.099138843496 km
4802,140.84800622856085,-10.877632425041341,312.9336718681992 km,19933.233755901987 km
4803,113.14359325996243,-18.44883210167585,477.9650929349435 km,7732.406015637196 km
4804,130.4185272219218,-41.7373921845997,166.55910004205475 km,11992.61377749153 km
4805,113.91327380809332,-39.103045052470094,412.0547610180466 km,24148.695020877687 km
4806,135.98798845205678,-16.852662937451246,450.4675073018184 km,22274.669091651045 km
4807,130.83431723341647,-36.95323019416624,217.4198367274504 km,6361.178227570223 km
4808,151.245420619493,-14.392084119075417,540.378151526382 km,17840.33627165371 km
4809,125.22675172250132,-27.68383669113742,427.82352324119086 km,15636.794974387245 km
4810,152.93406702795306,-19.39074531596742,502.18693599766056 km,19296.61521145358 km
4811,130.34154311520885,-29.774306887756964,482.12582977487966 km,24783.146238252637 km
4812,116.93369351874817,-28.94011388916485,333.86448107363435 km,7926.270897721356 km
4813,135.701591641503,-15.896198614792933,550.0211227505158 km,18774.38668651807 km
4814,138.9462938315145,-38.226470422728816,200.38608326551872 km,18539.099198287062 km
4815,111.1297037195855,-13.879904164495613,444.134605763152 km,8527.546535428735 km
4816,138.6483862570178,-16.277461180274425,343.3376523578547 km,27059.89461846014 km
4817,133.2644608683534,-17.229718541211152,369.94268141875165 km,29796.334360215347 km
4818,154.67119988515475,-27.78304011427535,516.5449211149335 km,18033.60067677049 km
4819,116.23037178741406,-22.56184166938682,563.6868053490285 km,5689.6538589836855 km
4820,116.96608468986003,-18.89845781950897,597.7580251935574 km,9488.468315184227 km
4821,114.63764940053655,-27.721802001978737,316.28760531544674 km,29451.790868123608 km
4822,121.4343698453596,-35.61467449717671,333.8078300344637 km,6385.092386053891 km
4823,126.91552275246518,-18.394063378909635,384.9269405045499 km,5503.915991442358 km
4824,139.56430455763694,-27.704238392194558,178.60692617816926 km,8034.5597610612285 km
4825,137.85802981799318,-43.7834479867199,538.3034751974692 km,23398.894055118828 km
4826,138.9819140349877,-30.634398694787834,267.27768081841583 km,25391.89546285797 km
4827,119.86120128900187,-42.723422709606695,509.6620282456649 km,21632.286048731472 km
4828,153.88973745995474,-23.137323729796986,285.23023320395157 km,27941.387653372927 km
4829,129.52890503804434,-30.7860069156568,582.414451484495 km,21397.40228033878 km
4830,112.7966370264827,-15.718709364343148,419.30566287498516 km,6471.789287966238 km
4831,139.1717533447607,-12.467039645868155,456.78246995968544 km,5484.836175878237 km
4832,135.9242364142064,-23.052599529727022,573.5543664779377 km,16178.298581944859 km
4833,132.6549639626828,-15.387668180124159,245.03068648992635 km,12067.446431692599 km
4834,120.37432539519045,-42.8310956855221,191.46826776933165 km,13027.198252977225 km
4835,115.91438487818432,-25.15770110936449,416.73369830926976 km,8324.33156953012 km
4836,121.01489385986972,-15.892423241127378,408.2619853460192 km,20078.477040512902 km
4837,117.9435229570606,-29.988522358850346,314.1959476368721 km,16241.82579155696 km
4838,133.23190466783024,-16.705234879774512,106.14024293796605 km,25769.579962414566 km
4839,141.2867362133643,-28.466886089234876,200.60021354400862 km,16524.500948386234 km
4840,146.60951225532713,-9.512936379170078,157.56222835941048 km,23886.931666444016 km
4841,134.5971716411562,-13.814540638814567,179.9404155206767 km,29961.39329667794 km
4842,131.55864721102495,-36.096500575539665,334.34940791238006 km,16825.02341124903 km
4843,116.06803815600372,-25.229790804061825,567.8430502822639 km,12944.362015907005 km
4844,126.56978009646129,-42.88972953850554,148.26143332283857 km,14629.814205705852 km
4845,128.5910066427021,-37.30931697096978,103.022468686319 km,23749.529728988407 km
4846,130.42685608751646,-30.780420395673666,122.4510574203075 km,9244.521139207169 km
4847,118.9915343467706,-9.60039475930924,458.28344235717884 km,12597.36460213054 km
4848,123.33697413792228,-16.955132522098978,324.44864089595984 km,10616.550213139188 km
4849,131.8415335520067,-37.81412178883032,228.75115175248868 km,28030.064546996608 km
4850,154.27271624498604,-33.65779815495631,245.8016828571234 km,9363.767845273162 km
4851,133.82867898039785,-19.458315500016834,243.0380013559278 km,27135.517388926135 km
4852,145.3273492154279,-27.195562228449123,505.66429026182556 km,28079.63795081483 km
4853,122.70892268681709,-13.240011515784133,508.63690155516974 km,9242.819452112511 km
4854,153.02854667148245,-30.632225500632778,126.2923359605008 km,11211.79400033268 km
4855,130.9038718412519,-23.259911904485616,478.61099768141185 km,13254.208071995681 km
4856,135.27244909197617,-17.20667688616356,414.5019620533056 km,17315.78677823644 km
4857,130.2669104171711,-24.33860614829371,281.74039205550037 km,19724.505982301853 km
4858,121.15960247175654,-28.52220980419009,471.5569923496272 km,17918.2245467833 km
4859,139.01548275943264,-18.66443061424555,424.02015431852845 km,16720.19365753267 km
4860,130.77448592272714,-41.97289044986945,503.66328641806234 km,5220.964296084375 km
4861,132.51679073696877,-12.845135168940978,424.6296299422265 km,23696.15943651157 km
4862,137.97878909681145,-35.79267172772765,594.3765140666283 km,26904.015076711396 km
4863,122.03110131273391,-36.370485477725786,408.92529505841065 km,13286.0500215442 km
4864,150.77554114608196,-30.517461060024683,407.70112278633655 km,16976.352955961593 km
4865,150.31390838529916,-36.187838313586084,184.6202300258534 km,22495.201858591612 km
4866,150.3475054522507,-39.101519785852936,433.0767542038291 km,8098.618642359188 km
4867,114.84970142080927,-38.02487738000775,543.4051165555304 km,13132.746538074494 km
4868,133.36683260000456,-14.40517404404046,307.0357609319575 km,26798.031424503773 km
4869,117.5865899586317,-13.60114283421277,113.99745859569052 km,10309.045881369559 km
4870,150.67862145032058,-37.136420957147074,424.7937901212665 km,21472.80217665475 km
4871,132.2822363977365,-11.243757448126097,122.04869494752204 km,5697.906426561912 km
4872,136.65751137582382,-36.45918080643008,143.54548415627485 km,7492.218484021988 km
4873,129.16120890179587,-16.66762115603483,377.79073891212033 km,14979.005066985419 km
4874,153.17889353263715,-36.91888276172553,369.03825614356634 km,15322.59061325789 km
4875,124.29424679787667,-12.857496220044606,321.33107319704527 km,20531.920495008097 km
4876,149.08031298750342,-30.58572789864948,542.9433244293609 km,13452.95450167512 km
4877,154.71045222576004,-33.02127491771967,136.6463161349821 km,24109.834798231423 km
4878,145.27304216976697,-38.368277167397416,453.33747193458294 km,25245.611820454596 km
4879,118.18547026914695,-27.25873474330057,103.91007774081264 km,11672.933083587215 km
4880,150.8755151399974,-18.124424700299937,190.1407771288417 km,10135.61920899924 km
4881,123.94951092260061,-9.795005630643615,308.05152795671717 km,14986.05894967035 km
4882,146.04275630327544,-15.921658737040143,341.6779647781615 km,8481.762168032328 km
4883,148.32152246353047,-28.707822168086274,101.209583204767 km,25429.478095100196 km
4884,121.75462897123187,-38.69572057654112,185.2418233216156 km,19180.201703603823 km
4885,118.16379708003406,-38.71607084736172,110.94386025424748 km,14432.121486531089 km
4886,142.49960138360782,-21.444876729449817,256.4706431736282 km,20856.40057024326 km
4887,133.2124767419387,-34.74786413035542,110.18299117933125 km,15937.649154784829 km
4888,120.78915680757135,-24.791663719101738,280.1912858277806 km,17248.924021276194 km
4889,111.61909213071165,-39.92242876046852,530.6439804262504 km,19460.129373951084 km
4890,115.51990307266982,-30.123513271408527,447.0412770553802 km,14936.523623761845 km
4891,124.36697156726272,-19.01844157848822,398.73866450516914 km,14789.006878238384 km
4892,115.17685262154663,-15.017154211923529,537.5810179128839 km,8754.443621261318 km
4893,154.86537895378555,-27.60819595854448,433.9692635668429 km,22066.731656508626 km
4894,111.8841049213968,-9.789156214558297,248.92068927098174 km,11030.713999695829 km
4895,143.81414734574355,-35.84270310784923,101.1933141105227 km,19608.345595080627 km
4896,126.00804671591375,-30.90415245259827,430.4562887560146 km,28477.088744332745 km
4897,139.26354188237408,-32.57499511243707,401.07624416826286 km,24587.540822292925 km
4898,118.30040139879183,-35.734909511380906,113.26453537330407 km,21462.10375801481 km
4899,120.59808525700056,-32.20520703248137,294.583488485806 km,12579.423277373386 km
4900,118.07079350411001,-24.537497554245814,498.89753618188104 km,8332.473080754822 km
4901,153.43237724796512,-32.51168776860377,484.5865946913432 km,21311.987941714047 km
4902,115.22931836834657,-40.77568039837398,114.03170928828385 km,6272.022129694059 km
4903,147.17403067520468,-23.342271905365877,389.90154363352667 km,18538.23790140038 km
4904,147.70361285995676,-18.095074962447402,102.18337052448697 km,18061.14579899964 km
4905,151.19555719404337,-33.72628697779405,226.01738285467462 km,21058.82535282243 km
4906,117.25158745684897,-11.749344256661153,454.29269901309254 km,6609.93467718214 km
4907,130.9698553005708,-22.589640663454194,271.7989110217367 km,10486.105421631679 km
4908,122.34201725522064,-9.464937385768792,324.8302362951915 km,25689.99000184225 km
4909,112.88830802929841,-40.28133537079794,408.29491794967623 km,12260.651694115211 km
4910,141.52249062815596,-22.76097749330811,255.60279183607145 km,20635.48343194738 km
4911,137.1150853229081,-28.624658789732475,111.9126119851367 km,8339.988022681595 km
4912,139.1666130129215,-19.725065559588263,150.80593605756994 km,7568.266813632117 km
4913,124.24668831511097,-40.207070270411535,335.0166261550072 km,7832.472060901089 km
4914,136.8339303753659,-21.372040742946893,499.57687617787366 km,8221.249976503663 km
4915,111.85934752620588,-17.050181489136456,350.75939113696063 km,8780.325494895193 km
4916,153.1936139676897,-16.160287995304426,104.12535416254617 km,24921.601776564148 km
4917,143.85221979183424,-28.80700350068858,149.1621208766788 km,19305.39517001323 km
4918,141.72249209140105,-9.921511792326001,152.19352098891216 km,11250.498492766492 km
4919,138.67951210412474,-15.93766707803221,516.2029288361382 km,10881.965269521079 km
4920,123.15578170317687,-39.22938917960988,564.4200688358301 km,8326.025367299408 km
4921,150.75108293241675,-24.944680478387962,112.13690023309837 km,18269.04904093146 km
4922,143.84161538389907,-15.271895797911881,536.7555430671835 km,21840.431798809976 km
4923,117.784643705834,-9.557471789804417,341.483088161032 km,23946.32411969299 km
4924,149.57166616143076,-28.987257444756025,311.9195922469389 km,28194.60005130241 km
4925,151.85770899935994,-39.999708156724736,590.1146949282322 km,21889.504547024408 km
4926,112.38669729368142,-28.96364797995423,593.1693571342219 km,20837.913733797406 km
4927,134.80210716147099,-24.750469699946365,216.28858208962913 km,12350.745268327653 km
4928,128.52051984038644,-34.98513642151318,522.0793949117931 km,25597.03149153695 km
4929,153.45907125257136,-12.191284686988517,300.59542437426705 km,13497.092566483156 km
4930,139.1859662364543,-36.20443430972688,308.72097489972543 km,6778.113322410224 km
4931,147.09154070441718,-24.954557635209838,211.33904231998176 km,10640.600011356231 km
4932,147.30569076354385,-28.16393216025629,158.8573382209384 km,15723.946242961294 km
4933,124.47706120385114,-25.856013114351683,513.5788247251298 km,8900.819839386751 km
4934,137.3466878283187,-31.783937976502393,468.2403973960229 km,20766.33773302364 km
4935,142.37767433762951,-27.036848936240204,554.8524640493899 km,9661.292802512882 km
4936,116.61267222292311,-15.511727065029987,287.68934011918685 km,10726.954508719647 km
4937,147.58961191761492,-38.360234111709005,561.8224928875304 km,28425.07437112952 km
4938,151.10008742379722,-43.62235852544858,400.4491369063416 km,25716.1794788352 km
4939,125.50762522240066,-31.01447842288902,533.4790194848199 km,27832.895528488163 km
4940,142.14233575221732,-27.71068286497949,463.1555279788174 km,14256.013067339505 km
4941,118.12304917792537,-19.275630402791354,269.28840783614146 km,26011.670413950807 km
4942,118.49238630456207,-11.026442540908498,105.7510020287832 km,9882.551198834142 km
4943,118.87572528109322,-38.02377307292823,462.40106328738614 km,16769.422515918115 km
4944,142.19658391322696,-25.656322882245497,513.0518736867436 km,17771.20035173373 km
4945,146.22266993032767,-10.966160432815684,369.64736591942875 km,13536.262219630564 km
4946,116.2761806470393,-13.44645390365405,270.8186546211515 km,24160.03109669755 km
4947,128.82745393611862,-22.93040606879265,212.5662783927362 km,16856.586802158796 km
4948,124.50201436811543,-43.84831645929731,336.11115269726145 km,18368.172553714816 km
4949,131.60312770948713,-30.136821140429785,370.80791260705814 km,28593.620235824183 km
4950,135.78911843113582,-33.777537953209354,190.76557218144282 km,27394.859495782537 km
4951,132.5624738521507,-10.931709191863689,296.70229195182424 km,18152.067528480795 km
4952,136.34350682240253,-11.119382419598693,468.2699055970147 km,24001.96836707854 km
4953,136.46715521382515,-11.316815473428655,214.2627284020034 km,25093.28931695295 km
4954,153.7551405075848,-20.14466956731592,572.6976790186523 km,29517.562449221565 km
4955,135.01879753775046,-35.91276999263794,202.46163341871866 km,15740.9089012274 km
4956,121.78547568781214,-39.87865058043126,594.2892224619727 km,11916.780216994359 km
4957,120.2536217848164,-19.606814524651874,428.407894412314 km,12246.338763173153 km
4958,128.4423606203823,-9.845875593571478,435.8289912342219 km,18285.06448929139 km
4959,131.54968454836853,-13.916090955371526,164.4300822088377 km,25886.73910863235 km
4960,127.81977758400915,-44.05690548619134,113.62734085735451 km,8841.778794357375 km
4961,136.21319876870353,-29.207532929096004,464.79785304912804 km,18558.936024366114 km
4962,112.76515604244432,-25.23016481594506,404.1693471046496 km,23813.143472102754 km
4963,142.25229540845612,-35.886579800912834,116.43210658288929 km,9874.6783808287 km
4964,124.36216932620358,-29.205082196216004,469.4024693480935 km,11770.194863398543 km
4965,153.71067924760064,-32.07587955956344,444.5806613840726 km,7078.980558648296 km
4966,144.60997815546108,-35.58593825509742,341.6531340623685 km,27408.928139888405 km
4967,112.12845933775372,-38.03169108434526,224.31965561348474 km,20810.119560101197 km
4968,120.38961965355045,-21.396423872817824,338.8142002254922 km,10972.906362829723 km
4969,120.89875147057191,-35.14141590904565,427.12232512852233 km,25855.901401277562 km
4970,127.74903346364604,-11.126875670340155,432.82454280721186 km,20927.033206552307 km
4971,120.40157716266478,-12.202003679220333,217.12851835540266 km,16566.807765700178 km
4972,128.39514299656383,-36.95720617738021,100.32431789840793 km,28979.927027969065 km
4973,142.07898927489288,-36.118981654579585,405.0085654899379 km,11385.921964377123 km
4974,129.2888126575751,-17.75036141720848,448.54773950888506 km,20955.212478532725 km
4975,140.16365179964478,-38.72891627677987,296.05557639567206 km,19645.813095251237 km
4976,140.53538197442145,-27.853515373849927,273.69225309383 km,10708.722964865923 km
4977,149.27743206381345,-30.280585290005433,357.70335402872445 km,10238.83553521863 km
4978,152.7529136846968,-33.60458479590277,190.30345428785756 km,28384.46869344972 km
4979,130.20230350670926,-43.4750816892791,564.2513311572319 km,26890.672057057665 km
4980,138.5302850184922,-16.2344610596416,487.0248671547462 km,12894.17106760256 km
4981,150.75452791137812,-18.335796168267063,524.7545849074482 km,10743.288998641641 km
4982,124.12237051644911,-40.36898928945458,429.06352369139734 km,14065.11600873397 km
4983,135.22103913624943,-32.94309610848251,350.9390748610789 km,29933.94928785378 km
4984,137.67175378571827,-14.305075643993966,394.5497089356947 km,14613.97298038714 km
4985,141.19534875061703,-23.070619782496202,318.03827515174703 km,12340.80678052207 km
4986,135.14122807409382,-41.74005772258959,152.12478196056813 km,9503.130511111194 km
4987,117.20437602532144,-15.500820877164546,451.52020625470726 km,20099.650091242886 km
4988,141.0319322456749,-17.94406338983557,388.9100501384211 km,17102.40593122768 km
4989,129.67701565943818,-18.543407542057867,503.45160169419916 km,28683.294249351242 km
4990,118.0920730974431,-38.997416886649894,378.66239815987245 km,5250.2807134383975 km
4991,153.7492947269535,-40.06636989539982,160.9550917976452 km,13814.03864263661 km
4992,152.80779457215186,-14.319567080239569,527.8924741823041 km,16848.76068858255 km
4993,152.9414477160322,-21.68071035436887,234.04437560055655 km,13156.94501521732 km
4994,123.97250783605122,-24.41680174819789,193.73567487484837 km,7141.630475831185 km
4995,142.47111298598247,-24.51877837930222,274.8215883551861 km,15743.090255658253 km
4996,125.92067314842323,-41.74097718675253,559.302552659442 km,7779.393044980912 km
4997,134.75931920606786,-24.38996657368665,129.29494175296193 km,13877.882116172897 km
4998,147.13049002836243,-21.334396907886276,580.8692085465395 km,15715.741625744513 km
4999,114.8942550442463,-32.69605461201175,576.7742340914415 km,19387.646801080133 km
5000,130.9790625544016,-16.758321049535123,158.59359930929202 km,23539.17603978733 km
5001,114.92771944392294,-38.432620507193754,290.3581875157523 km,20675.819250799676 km
5002,150.2936484890647,-22.273680792093028,458.082034647418 km,19557.199390086975 km
5003,136.3131394445192,-42.35655796085245,568.5500739915249 km,23885.580537445272 km
5004,151.04275157491918,-31.232194049884143,178.73755111138215 km,22268.689916113708 km
5005,116.05915840145978,-24.83478819477791,525.6763085791615 km,27513.31411461341 km
5006,128.80894248485018,-25.58848306348463,123.3532123084329 km,6260.658182044158 km
5007,136.25095950466923,-35.848497564224516,202.64867377009625 km,7149.105076874633 km
5008,118.92871773651225,-28.803672789304024,537.9492905897437 km,23326.645720305172 km
5009,153.2333307628548,-26.864574088397053,197.73589705305665 km,24049.31635404927 km
5010,150.07254241652805,-43.399717141953836,345.0848166471007 km,8418.278506163397 km
5011,125.74036829573572,-39.001319436501774,442.08203157528004 km,18201.960961615565 km
5012,118.94726885014455,-10.446530868722455,485.1722512005711 km,13117.656468184938 km
5013,149.8883266298422,-21.879261248166863,515.4266157372178 km,10069.080794128044 km
5014,112.97257599861688,-15.960545583838513,498.4158266022749 km,19247.371954973387 km
5015,116.4599591625472,-36.85447356510354,253.31637205379835 km,25483.808805536344 km
5016,113.43529444641011,-15.764245396835296,345.55707092233564 km,8574.646084937056 km
5017,129.14394924317415,-16.233169796907685,320.8202455793761 km,15708.011032345637 km
5018,146.21001107998953,-33.49768563208109,299.3790259562976 km,26807.756251429757 km
5019,114.81261186846098,-42.960050459499485,359.05626116152024 km,6518.1699680947295 km
5020,123.96249172642999,-19.30488248487202,124.97272542993056 km,15585.805619640434 km
5021,136.09375007156183,-41.91931489266599,102.25508460800738 km,21596.803527089953 km
5022,151.20293418932494,-16.78478194394663,381.2719864999116 km,23016.851325686617 km
5023,153.29343297846842,-15.921340502909711,525.0527413821615 km,14635.826053597071 km
5024,137.0661448902398,-39.13093675409298,399.46570038732386 km,10459.617941472476 km
5025,144.06433179156664,-10.038316649846628,543.1934061024671 km,27344.99779633647 km
5026,136.52937212021743,-40.16711506632564,132.292110115826 km,28635.588361336464 km
5027,114.90981118343441,-22.825818924662187,165.08672268757613 km,20757.188337094336 km
5028,123.23309807335865,-12.858091236007635,337.9092244302959 km,14575.421393782804 km
5029,147.118814386154,-32.39919206936099,239.8399505001438 km,9922.196373497134 km
5030,124.60984464777836,-12.131097082210907,292.53957468543433 km,8575.251278127515 km
5031,122.26564870369101,-11.854899407119454,301.99514773731516 km,11555.70465485868 km
5032,142.20907653950232,-36.34699000931102,162.2619981183974 km,10676.839977564425 km
5033,130.6972390224322,-36.60161546155155,543.3610463144687 km,14271.299482296374 km
5034,145.7174694470135,-15.991072479403567,341.10942740695737 km,29630.305676000124 km
5035,140.1932778975977,-17.188700509108468,555.7459708233467 km,21230.231762734496 km
5036,150.75809574214628,-13.417903596853506,149.32456938598483 km,17536.250070747912 km
5037,111.39748741533325,-25.295243404133842,410.43688648469373 km,6970.594127701444 km
5038,113.02716265148375,-42.486771960221525,111.0713346140729 km,5042.475219589225 km
5039,123.33612751810921,-29.669269328057702,373.8968246684008 km,10384.543732926631 km
5040,118.9873721959668,-40.17094445049405,305.95015455757203 km,17722.120927754768 km
5041,133.00637001442303,-23.176586220998555,404.5706059172939 km,22031.239878429536 km
5042,119.28861707449812,-27.044437987760126,139.62605362639948 km,8860.927008139966 km
5043,115.4190181747752,-18.081576009013656,455.67925949129585 km,7939.009841236603 km
5044,148.8440135734961,-42.895819323522076,442.40251070373745 km,29770.685589159133 km
5045,149.7848888183346,-37.93145994268042,109.42214184866846 km,17378.7157791267 km
5046,117.26844766545324,-21.872599196511032,405.18051998378576 km,15413.91877200202 km
5047,151.8072840556361,-35.843934364410586,295.0912481742125 km,25604.585826056034 km
5048,127.24815228064796,-9.476641707608671,286.7481693354671 km,16077.486121043701 km
5049,140.47855184396943,-34.72952943314307,328.6802607557704 km,8121.157920578882 km
5050,146.99009091471945,-12.412930958709303,199.81311119748432 km,29488.234263462982 km
5051,119.03266665018339,-40.56151250409437,256.75577120960725 km,6744.812478380422 km
5052,124.7519107420834,-35.86508359187748,311.3546764955911 km,21417.78899770237 km
5053,141.14984587606497,-42.59792248632951,180.935620226613 km,7938.284640766872 km
5054,128.7993087072037,-42.7037381582655,496.4459912179547 km,15981.074968344861 km
5055,139.97647499937418,-30.670218533730814,384.94109053633 km,11793.18093132082 km
5056,134.79098355870494,-28.637162236321384,137.1173913965087 km,19891.04053067899 km
5057,143.60807468263405,-30.36414453538886,103.87431785063485 km,17545.47569610518 km
5058,134.19693449780675,-28.741353341697312,221.58120746800478 km,20896.504971884555 km
5059,148.38391762095284,-12.230201133323725,274.1797492530583 km,6046.513867501169 km
5060,114.64892026155825,-11.428239031113648,248.08475852027 km,10440.697929958409 km
5061,134.974478058419,-22.15999659343291,260.2283268104552 km,29128.970797181933 km
5062,154.5506981562024,-27.68006807259013,401.4702849241675 km,20609.374364378113 km
5063,146.65588069337386,-27.796894299387905,386.47633477001483 km,23368.004028308726 km
5064,143.1438343546267,-21.009092974551013,433.1512155927278 km,20997.185210710413 km
5065,124.04328407082221,-43.306881853160846,406.21525197295597 km,13817.466487618747 km
5066,148.99815000993016,-15.50579425325201,469.3306597477871 km,28058.567154593286 km
5067,136.74511594343625,-21.936161952217596,133.4376283539862 km,7373.635581412347 km
5068,154.16594738629644,-31.18468363170973,107.06984719947856 km,20535.666994558902 km
5069,154.15730010221864,-17.933229571125764,469.64307285004315 km,14825.880153619195 km
5070,147.66849265913572,-36.57765484725073,152.60352387695326 km,14043.216033833112 km
5071,137.7044695205055,-20.516290733752484,385.3108492038254 km,21925.717811465656 km
5072,112.49895054993371,-31.67623654611581,272.5439302852483 km,27048.55573009068 km
5073,121.17438549528956,-14.604827938668826,429.2191086543705 km,22962.750127935735 km
5074,114.03871390789794,-31.798071764649137,245.26534925001732 km,10688.88422455289 km
5075,142.84807240596294,-18.05979055177541,156.8528898759633 km,13083.56076889351 km
5076,135.95770838860722,-33.37011564602239,481.6701750214976 km,14973.205380277383 km
5077,142.0856532729737,-17.694810989841944,430.67074601967613 km,21458.39731900838 km
5078,126.44579455553372,-9.799557375359171,342.683033834941 km,23938.4159436845 km
5079,122.18510928429463,-23.31228273085355,282.53349131509606 km,26017.66297018551 km
5080,112.73746017714402,-37.28898111486218,506.00792678699156 km,24973.359124562285 km
5081,112.76667211038225,-29.522145696145323,133.18537186190042 km,17588.293457364063 km
5082,118.55034000594372,-43.72144617094328,550.7416711130304 km,9903.251855631308 km
5083,134.67674302676136,-24.49945154337608,555.7220297889099 km,6601.775314020396 km
5084,132.8715579143406,-14.867349018989099,520.4100290440226 km,8251.719061543263 km
5085,142.4555134435536,-27.75433933112954,153.35238547050298 km,12155.93106360448 km
5086,134.4317285331301,-19.159315645093812,161.02892200887783 km,11864.731560807631 km
5087,134.38672424671043,-38.74620424084083,296.3371992663224 km,24908.7920676474 km
5088,133.27957216275365,-40.67048303205835,451.5038687912781 km,10762.632260116301 km
5089,148.31909974246503,-29.92018313968868,149.538502317633 km,7955.064251413969 km
5090,126.14991853636816,-17.895422314119138,556.1575448568947 km,16445.641337546356 km
5091,126.98600578917186,-16.41326307896054,442.7929640390549 km,10823.12875750296 km
5092,114.21277095643622,-40.31871300562036,414.5495337603234 km,17128.457500211323 km
5093,142.94479566679496,-23.84078953302876,198.91467018130913 km,9650.699309503885 km
5094,137.2304686705125,-43.016432071583,419.6804902791933 km,26265.416871700083 km
5095,119.90365323967266,-20.818699824113104,494.7992521553648 km,9938.51891768955 km
5096,126.79987376066599,-35.34475063987392,434.41671888810316 km,24777.754327279024 km
5097,143.7378852446258,-30.425691452833725,247.1676099272725 km,11844.345880182958 km
5098,128.40746510865404,-43.241055951971454,247.38773026817026 km,26881.413964163905 km
5099,115.40711802512328,-34.20953376067199,413.68546118101534 km,8951.440490569456 km
5100,143.25271569892436,-34.183611653457575,133.7626710693096 km,6973.476415225678 km
5101,150.46254854774713,-18.74569777875426,190.6480345569693 km,21652.193018571506 km
5102,154.76482857828256,-36.21427923605672,338.1395163509352 km,17803.024637319337 km
5103,127.54340309408698,-35.59515611739615,204.80427999812434 km,18393.965018883533 km
5104,118.17793938681542,-34.11506519492207,133.16403639826004 km,15730.266957043452 km
5105,149.9617918548897,-21.809051156283097,500.9974662746985 km,10942.274051871631 km
5106,113.40098289032628,-37.63596414951243,389.75987819079063 km,13892.255531683473 km
5107,120.19976887615672,-40.65898681923527,418.2925473602213 km,14841.144470022567 km
5108,115.10093016914384,-34.15693281296976,226.93298802602163 km,24821.56079961814 km
